,title,content,date,link
0,食藥署強化家用抗原新型冠狀病毒檢驗試劑上市前審查、邊境管理及上市後把關，讓國人安心防疫。,                      為因應國內疫情，食藥署對於家用抗原新型冠狀病毒檢驗試劑(以下簡稱家用抗原快篩試劑)，進行上市前審查、邊境管理及上市後把關，請民眾安心使用。家用抗原快篩試劑係為重要之防疫工具，是類產品須經確認產品安全、效能與品質，始准予專案製造、輸入，以避免不符合要求之產品，影響國內防疫。歐盟核准產品係由第三方驗證機構審查，各機構標準不一，且上市途徑多樣，審查要求及詳細產品資訊亦未公開於官方網站，故須檢附足以佐證家用抗原快篩試劑安全、效能與品質之資料供審查確認。  若欲以捐贈方式輸入家用抗原快篩試劑，該產品之安全、效能及品質仍須經審查把關後，始予核准。另為兼顧防疫及民眾需求，食藥署已於111年5月11日同意至111年6月30日前，民眾自國外輸入個人自用之新型冠狀病毒檢驗試劑，以每人限一次且不超過100劑，無須向食藥署申請專案核准，可直接由海關放行通關，該措施已輸入約1173萬餘劑，後續民眾如為防疫所需，欲輸入家用抗原快篩試劑供個人自用，仍可應依特定醫療器材專案核准製造及輸入辦法相關規定，檢齊資料向食藥署提出申請。  針對國內流通之家用抗原快篩試劑要求業者定期回報流向以利後市場稽查，並於111年1月起持續針對市售品進行品質抽驗，更於6月底啟動家用快篩試劑專案稽查，稽查37家專案核准製造或輸入家用快篩試劑之業者，並請各地方政府衛生局針對轄內醫療器材販賣業者、藥局等通路，稽查市售品及庫存品之包裝、標示、說明書、產品流向等是否符合規定，針對查獲包裝、標示及流向疑義，均函請業者說明、改正。另就產品抽驗部分，目前持續進行中，如產品經判定不通過檢驗，有危害人體健康之虞，涉屬醫療器材管理法第8條不良醫療器材，若為製造或輸入者，依同法第64條規定，處新臺幣6萬元以上5000萬元以下罰鍰，另依同法第58條規定，限期回收處理市售品及庫存品。  另為確保產品上市後流通之效能與品質，衛生福利部已將COVID-19家用型抗原檢測試劑納入邊境抽查檢驗項目，於111年7月8日公告修正「輸入醫療器材邊境抽查檢驗辦法」，經檢驗合格產品才能通關流通於國內。  為因應緊急公共衛生情事，業者申請家用抗原快篩試劑均應符合醫療器材管理法第35條、特定醫療器材專案核准製造及輸入辦法第9條，以及食藥署對外公布相關參考文件之規定，審查原則公開透明，著重確保產品安全、效能及品質。為因應疫情或其他公共衛生緊急需求之專案核准，於法規制定之初，即考量其立法初衷與旨意，必須兼顧醫材及時取得，以維護人民生命及健康之必要性，爰政府機關、學校、機構、法人或團體皆可依法提出申請，目前取得家用抗原快篩試劑專案輸入核准之業者，皆已依醫療器材管理法第13條及同法施行細則第8條規定，取得地方政府衛生局核發之販賣業醫療器材商許可執照。  為防止疫情擴散，食藥署對於新冠病毒快篩試劑將持續審慎把關，針對上市前、邊境及上市後持續強化管理，併予提醒民眾正確使用家用新冠病毒快篩試劑，保護自己也保護家人安全。,2022-07-12,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t601077
1,精進輸入肉品境外源頭管理，輸入時應檢附輸出國官方證明文件,                    為精進我國對於輸入肉品的境外源頭管理，衛生福利部食品藥物管理署(下稱食藥署)今(7/11)日發布訂定「輸入禽畜動物肉類產品應檢附輸出國官方證明文件」。食藥署依據食品安全衛生管理法第35條規定，自103年起已實施輸入肉類產品系統性查核，經評估輸出國對肉品的安全衛生管理體系與我國具等效性，才據以開放。今食藥署參酌歐盟、美國、加拿大、日本、紐西蘭、澳大利亞等多數先進國家作法，依據食品及相關產品輸入查驗辦法，訂定實施「輸入禽畜動物肉類產品應檢附輸出國官方證明文件」，由輸出國官方在出口肉品前，進行全面性肉品安全衛生檢查與監督，並簽發官方證明文件，向我國保證產品安全。食藥署自108年起展開與各國雙邊諮商，以及與國內業界溝通及徵詢意見，充分風險溝通，並於111年1月正式通報WTO SPS後，與各國議定肉品輸臺證明文件，以利輸出國、出口業者及我國業者預先準備。本項新措施給予充份緩衝期，依產品類型分兩階段施行，屆時我國核准輸入國家的禽畜動物肉類產品，必須檢附經雙邊議定之輸出國官方證明文件，經食藥署查驗合格，始得輸入我國。(一)第一階段：生鮮、冷藏、冷凍、調製及保藏禽畜動物肉類產品(HS Code 02、0504、1601及1602項下)，自111年10月1日(簽發日)施行；(二)第二階段：禽畜動物肉類罐頭產品(HS Code 1602項下)，自112年7月1日(簽發日)施行。,2022-07-11,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t601075
2,藥品上市更快速，用藥選擇更多元,                        食品藥物管理署（以下簡稱食藥署）為滿足國人用藥權益，針對國人生命及健康維護有迫切需求，或特定少數族群及特殊嚴重疾病之藥品，陸續公告多項藥品查驗登記的加速審查機制，包含精簡審查機制、優先審查機制、加速核准機制、突破性治療認定要點，以及小兒或少數嚴重疾病藥品審查認定要點等，目的在加速藥品查驗登記審查流程，縮短審查時間，以期新藥及早上市，嘉惠國人。    回顧110年度，食藥署核准134件的新成分新藥、新療效複方、新使用途徑、新劑型、新使用劑量、新單位含量藥品，其中9件為國產藥品，125件為輸入藥品；92件為化學藥品，42件為生物藥品，治療領域包括抗癌藥物、免疫系統藥物、神經系統藥物、心血管藥物、罕見疾病藥物等。前述諸多藥品採用藥品加速審查機制，審查天數由一般藥品360天大幅縮短至240天以下，顯示加速審查機制有效提高審查效率，並加速新藥上市。另，食藥署於110年度核准的一項標靶新成分新藥，即符合「少數嚴重疾病藥品審查認定要點」，透過加速審查流程，讓台灣繼美國FDA後成為亞洲第一個核准上市的國家，改善癌症病人的迫切需求，維護病人接受治療之權益。    食藥署為協助藥商全面性規劃藥品上市相關時程，陸續公告「藥品查驗登記退件機制查檢表」及「藥品審查流程及時間點管控表」，將我國藥品查驗登記案所需文件及審查流程透明化，強化案件審查時程的可預測性。另為鼓勵國際藥商於台灣執行多國多中心臨床試驗，於110年9月公告「鼓勵新成分新藥於國內執行臨床試驗試辦方案」，因應國際現況，彈性調整國內執行各期臨床試驗之受試者人數門檻，以期新藥及早來台，促使國人取得新穎藥品。食藥署將持續廣納業界意見，完善各項加速審查機制及鼓勵措施以符合實務現況，加速藥品上市，以滿足國人用藥權益，嘉惠國人。                ,2022-07-06,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t601069
3,公告fibrate類及statin類藥品之臨床效益及風險再評估結果,                        慮及使用fibrate類及/或statin類藥品可能有引起胰臟炎或肝臟相關不良反應之風險，衛生福利部食品藥物管理署（以下簡稱食藥署）為確保民眾用藥安全，經蒐集國內外資料，重新評估該等藥品之臨床效益及風險後，決定修訂含choline fenofibrate及fenofibrate成分藥品中文仿單之禁忌症與警語，禁忌症增列「膽結石」、「嚴重肝功能不良（包括不明原因的持續性肝功能異常）」等項，並加刊肝功能不良及胰臟炎風險等相關警語，另建議statin類藥品應於用藥前、出現肝損傷之臨床症狀時、提高劑量、更換藥品品項，或臨床醫師認為需要時監測肝功能，爰於111年6月28日公告其再評估結果，要求含choline fenofibrate、fenofibrate成分及statin類藥品的許可證持有商應於112年2月28日前完成中文仿單變更，逾期未完成者將廢止其許可證。    食藥署提醒醫師開立藥品時，應遵循111年6月28日公告的再評估結果，審慎評估其用藥的風險及效益，同時於用藥期間注意病人是否出現嚴重不良反應的症狀或徵候，並提醒病人若出現不適症狀應儘速回診。另食藥署亦提醒民眾，該等藥品屬於醫師處方藥，應遵循醫囑服用，切勿自行過量或減量使用，服藥後若出現任何身體不適，或發生不尋常之疲倦、虛弱、食慾不振、上腹疼痛、皮膚或眼白變黃等症狀，請立即告知醫療人員或尋求醫療協助。    食藥署將持續密切注意該等藥品的安全性，除設有藥品不良反應通報系統之外，對於安全有關訊息，隨時進行瞭解，以保障民眾用藥安全。同時也提醒醫療人員或病患懷疑因為使用（服用）藥品導致不良反應發生時，請立即通報給衛生福利部所建置之全國藥物不良反應通報中心，藥物不良反應通報專線02-2396-0100，網站：https://adr.fda.gov.tw。                ,2022-06-28,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t601065
4,6月26日臺北圓山花博園區「用藥安全路 藥師來照護」園遊會,                         衛生福利部食品藥物管理署(以下簡稱食藥署)，將於111年6月26日下午1：00~5：00，於臺北圓山花博園區舉行「用藥安全路 藥師來照護」園遊會。活動當天設有用藥常識宣導攤位、闖關遊戲，還有活動大使及兒童劇團帶來的精采表演。民眾通過闖關遊戲者還可以獲得精美禮物及活動摸彩券一張，現場還準備許多豐富精美的摸彩獎品等著你帶回家。還在等什麼!!!趕快揪樓上樓下、厝邊隔壁的親朋好友一起來玩吧！    食藥署舉辦用藥安全宣導活動，希望讓民眾於寓教於樂中，瞭解正確用藥知識，促進民眾與藥師之交流及信賴，落實「用藥找藥師」核心觀念，鼓勵民眾善用社區藥局及藥師資源，共同創造優良用藥環境。                ,2022-06-25,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t601064
5,「食」在安「新」! 111年7月食品5項管理新制上路,                        為維護並保障消費者食在安心健康，我國從111年7月1日起，就食品添加物管理、原料使用限制、標示規定及食品業者自主管理等部分，有5項新措施上路，衛生福利部(下稱衛福部)食品藥物管理署(下稱食藥署)重點說明如下： 一、二氧化碳、果膠、關華豆膠、刺槐豆膠移列以食品添加物管理    衛福部參考聯合國食品標準委員會及食品添加物專家委員會所定標準，將二氧化碳、果膠、關華豆膠、刺槐豆膠等品項，由一般食品原料移列為食品添加物管理，並規範使用的食品範圍、限量、使用限制及規格標準；從111年7月1日起，這些品項應符合食品添加物管理相關規定，包括應辦理查驗登記、登錄、標示、建立追溯追蹤資料等規範，並配合廢止「食品加工用二氧化碳衛生標準」。二、阿勃勒(Cassia fistula L.)果實不得作為食品原料使用    為維護國人健康及長期食用安全，衛福部限制阿勃勒果實從111年7月1日起，不得繼續作為食品原料使用。國產產品的製造日期或進口產品的輸入日期在111年7月1日前者，可以繼續販賣到有效日期屆至為止。三、食品品名不得標示「健康」字樣    為避免消費者因食品品名標有「健康」字樣，對該食品產生有較為健康之想像，從111年7月1日起產製的食品，如果未向衛福部申請健康食品查驗登記並取得許可，不得以「健康」字樣做為品名的一部分，避免消費者誤解。四、注脂肉品名標示「注脂」並加註醒語    為加強注脂肉食品標示管理，包裝注脂肉食品、具稅籍登記食品販賣業者販售散裝注脂肉食品，以及販售注脂肉食品的直接供應飲食場所，都應以中文在品名顯著標示「注脂」或等同字義說明，並加註「僅供熟食」、「熟食供應」或等同字義的醒語。五、訂定食品安全監測計畫之內容項目    為使食品業者訂定食品安全監測計畫更臻明確，明定食品之製造、加工、調配及輸入業者，訂定食品安全監測計畫的內容項目，包含流程及危害分析、作業標準程序、內部稽核、供應商管理與教育訓練。    食藥署為食品衛生安全主管機關，一定持續為民眾之飲食衛生安全把關。同時，也再次重申，食品業者應依食品安全衛生管理法(下稱食安法)善盡自主管理責任，切勿觸法。如有查獲食品業者或產品違反前述相關規定，將依食安法處辦。詳細內容可至本署網站(http://www.fda.gov.tw/)首頁/公告資訊/本署公告項下查詢。,2022-06-22,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t601049
6,衛福部食藥署核准Novavax COVID-19疫苗之專案輸入,                        衛生福利部食品藥物管理署(以下簡稱食藥署)為因應新型冠狀病毒疾病(以下簡稱COVID-19)疫情防疫需求，於111年6月17日召開專家會議，討論Novavax COVID-19疫苗(以下簡稱Novavax疫苗)專案輸入申請案。    食藥署表示，經審查Novavax疫苗的品質、安全及療效資料，整體評估並考量國內緊急公共衛生需求，與會專家建議同意依據藥事法第48條之2規定，核准Novavax疫苗專案輸入，適用於18歲以上成人主動免疫接種以預防COVID-19，用法用量為施打兩劑，每劑0.5毫升(含5微克的SARS-CoV-2棘蛋白)，兩劑施打間隔3週。    在18歲以上成人的臨床試驗中，受試者最常見的不良反應為注射部位壓痛、注射部位疼痛、疲勞、肌痛、頭痛、全身無力、關節痛和噁心或嘔吐，不良反應的嚴重程度通常為輕度至中度。未來食藥署將持續監控國內外接種COVID-19疫苗的安全警訊，分析評估疫苗不良事件通報資料，執行安全監視機制，保障民眾接種疫苗之安全。                ,2022-06-17,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t601055
7,衛福部食藥署核准莫德納疫苗用於6個月至5歲兒童接種,                        衛生福利部食品藥物管理署(以下簡稱食藥署)為因應新型冠狀病毒疾病(以下簡稱COVID-19)疫情防疫需求，於111年6月17日召開專家會議，討論是否同意核准莫德納疫苗適用於6個月至5歲兒童的主動免疫接種以預防COVID-19。    食藥署表示，經審查莫德納疫苗在6個月至5歲兒童所進行的一項第二/三期臨床試驗，試驗結果顯示，兒童試驗組所誘發的中和抗體免疫原性結果，不劣於青少年及成人試驗組的免疫原性結果；安全性資料方面，與其他年齡組別相比，沒有發現新的安全性疑慮。經整體評估其有效性及安全性，並考量國內緊急公共衛生需求，與會專家建議核准莫德納疫苗可適用於6個月至5歲兒童的基礎接種，施打兩劑，每劑0.25 ml(含25微克的mRNA)，施打間隔28天。    食藥署表示，在6個月至5歲兒童的臨床試驗中，不良反應大多屬於輕微、暫時性的，接種第二劑後不良反應的發生率通常高於第一劑，受試者最常見的不良反應為躁動/哭鬧、注射部位疼痛、嗜睡、食慾不振、發燒、注射部位腫脹、注射部位紅斑、疲倦、頭痛、肌痛等，臨床試驗中沒有發現有心肌炎、心包膜炎或死亡案例，未來食藥署將持續監控國內外接種COVID-19疫苗的安全警訊，分析評估疫苗不良事件通報資料，執行安全監視機制，保障民眾接種疫苗之安全。                ,2022-06-17,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t601054
8,讓我們一起響應世界食品安全日，讓食品更安全，身體更健康,                      2018年12月20日聯合國大會通過決議，將6月7日定為「世界食品安全日」，以「食品安全，人人有責」為主軸，邀請每一個人共同參與，一起維護食安，今年特別以「食品更安全，身體更健康」為推動主題，強調唯有安全的食物，才可以讓我們獲取食物的營養價值，維持身體健康。  根據WHO的統計，全球每年有十分之一的人罹患食源性疾病，幸運的是，多數食源性疾病是可以預防的，在日常生活中只要我們多注意，就可以為自己維護食安：一、防疫期間，外出用餐進入店家，一定要記得量體溫、手部消毒、使用公筷母匙等個人防護措施。二、選擇使用外送平台，拿到餐點可先檢查外包裝有沒有破損或滲漏、也要聞聞看有沒有腐敗異味。三、選擇在家烹飪，要遵守預防食品中毒五要二不原則，要記得洗手、要使用新鮮的食材、生熟食要記得分開處理、食品要澈底加熱、要注意食品保存溫度，不要直接飲用山泉水、千萬不要食用不明的動植物！  衛生福利部食品藥物管理署響應世界食品安全日，為讓食品安全受到大家的關注，由吳署長親自錄製「世界食品安全日 食品更安全 身體更健康」，鼓勵大家從自身做起，一起守護食安，守護健康，並邀請大家一起到「食用玩家FB粉絲團」觀看影片，參與「看影片後答題」有獎徵答活動，詳情請持續關注食藥署LINE@與食用玩家FB粉絲團。  每個人都能為食品安全做出貢獻，讓我們一起為食品安全盡一份心力，留意生活中的小細節，讓食品更安全，身體更健康。大家一起守護食安，享受更健康的樂活人生！,2022-06-07,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t601032
9,公告修正現場調製飲料標示規定，擴大應標示總咖啡因含量之產品範圍,                    為加強揭露市面上現場調製飲料之標示訊息，衛生福利部依據食品安全衛生管理法（下稱食安法）第25條第2項規定，業於111年6月7日公告擴大應標示總咖啡因含量之產品範圍，並自112年1月1日生效。修正重點說明如下：一、擴大應標示總咖啡因含量之產品範圍，由「咖啡飲料」修正為「含有咖啡因成分之現場調製飲料」，應標示該杯飲料之總咖啡因含量。二、新增QR Code（Quick Response Code，短陣圖碼）或其他電子化方式，作為可標示方法之一。食品藥物管理署（下稱食藥署）表示，業者未依上述規定標示，將依違反食安法規定，處新台幣3萬元至300萬元罰鍰；標示不實者，處4萬元至400萬元罰鍰。同時，食藥署鼓勵業者主動標示相關之醒語，如避免過量攝取咖啡因飲料、請適量飲用咖啡因飲料或其他等同字義之醒語，隨時提醒消費者選購飲料時之參考。,2022-06-07,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t601029
