,title,content,date,link
0,自7月8日起恢復受理加拿大牛肉輸入查驗,衛生福利部食品藥物管理署（下稱食藥署）在確認加國牛肉食用風險極低及管理體系可信任後，同意自105年7月8日起恢復受理加拿大牛肉輸入查驗，輸入牛肉必需符合：（一）需為來自通過獸醫官屠前檢查之健康牛隻，不可以是來自於罹患或疑似罹患牛海綿狀腦病等疾病之牛隻；（二）必須是來自30個月齡以下的牛隻；（三）必須於屠宰時去除所有「特定風險物質」；（四）必須是合格輸臺工廠所生產；（五）必須每一批產品都在輸出國官方獸醫師監督下生產，確認產品符合輸臺規定；（六）必須每一批產品都檢附加拿大官方獸醫師簽發之衛生證明文件。同時於邊境採逐批查驗措施，為消費者嚴加把關；其方式除包括輸入時必須經過食藥署、行政院農業委員會動植物防疫檢疫局（下稱防檢局）逐批輸入查驗及檢疫檢查，並在國內市場加強稽查與抽驗，及落實產地標示，嚴謹執行三管（管源頭、管邊境、管市場）五卡（核、標、開、驗、查）管理措施，以保障國人健康與安全。自加拿大104年2月通報該國亞伯特省(Alberta)發生第19例BSE牛隻案例以來，食藥署依據104年2月22日經濟部召開之跨部會會議，暫停該國牛肉產品輸入查驗之申請。針對加拿大發生第19例BSE牛隻案例，世界各國於確認加國牛肉衛生安全後，均已陸續恢復該國牛肉之輸入，目前除我國外，已無其他國家採取暫停輸入之管制措施。加拿大自104年4月起持續要求我解除管制，我國於104年11月至12月間經由食藥署會同防檢局，邀集獸醫、畜牧領域專家，赴加國執行實地查核等技術性評估作業，包含該國查核第19例BSE案例之調查報告與加國現行管理現況等面向，以實際了解加國針對第19例BSE案例之調查情形、後續監測計畫、飼料管理之執行情況以及加拿大牛肉安全管理作為。查核地點包括飼料廠、肥育場、牧場、屠宰場、化製廠等牛肉生產整體流程設施之衛生安全以及加拿大BSE監測實驗室等，以確認其符合世界動物衛生組織(OIE)國際規範與食用安全性；食藥署並經書面審查加拿大政府依臺加牛肉協議提供前揭案例之流行病學相關調查報告以及該國對於牛肉安全的管理說明等資料，且委託國內風險評估專家進行食用安全性風險評估；104年12月加國提送第19例BSE案例最終調查報告。上述報告皆經食藥署召開BSE專家諮詢會議審查。食藥署重申，政府一向秉持全力為民眾食品安全和健康把關之立場，並以科學化之風險評估為最高指導原則，審慎評估後恢復加拿大牛肉及相關產品輸入申請事宜。相關資料並放置於食藥署網站(http://www.fda.gov.tw)進口牛肉專區供各界參閱。,2016-07-07,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=21084
1,多起李斯特菌污染國際食品回收警訊，經查問題產品皆無輸入紀錄,近日多起受李斯特菌(Listeria monocytogenes)污染之國際食品回收警訊，問題產品包括燕麥棒產品、非即食肉及禽肉冷凍食品、葵花籽相關產品及穀類產品等，食品藥物管理署(下稱食藥署)經查證皆無輸入紀錄，並於食品藥物消費者知識服務網(消知網http://consumer.fda.gov.tw/)發布食品消費紅綠燈為〝綠燈〞的資訊。易受李斯特菌感染之食品包括生菜沙拉、即食食品、加工肉類製品、熱狗、乳酪、奶油、沙拉醬及未經適當殺菌的牛奶及冰淇淋等，感染李斯特菌之症狀可能會因年齡、性別和抵抗力強弱等而有所不同，老人、免疫不全及癌症病人、器官移植接受者為高危險群，可能產生之臨床症狀為肺炎、心內膜炎、急性腦膜炎、尿道炎，且易導致敗血症和腦炎，甚至休克、昏迷，為具有潛在致死之疾病。孕婦懷孕期間感染可能導致流產或死胎、早產或新出生嬰兒受感染。未滿月之嬰兒感染症狀有皮膚出疹、皮下出血、食慾不振、黃疸、嘔吐、呼吸困難、休克甚至死亡。為防範李斯特菌感染，食藥署建議消費者保持個人及食物衛生，避免進食高風險的食物及飲品，如生菜、生肉及未經殺菌之生乳及乳製品，生食產品與熟食和即食食物分開存放，在處理完生食或未經煮熟的食物後，要將手、刀和砧板洗乾淨，避免交叉污染，以確保食品衛生安全。食藥署消知網之國際食品警訊，係由專人每日監控各國食品衛生主管機關之食品回收警訊，立即查對該項產品是否輸入，如有輸入則依其風險程度，即時發布食品消費紅綠燈資訊，一方面提供我國消費者出國旅遊之食品消費安全資訊，另一方面提供食品進口業者自國外輸入安全及品質兼具之參考。食藥署建議民眾與業者可多加利用消知網發布之相關警訊，避免網購或國外旅遊時，或是自國外進口食品時，購買到正在回收之食品，確保食品消費安全又安心。,2016-07-07,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=21081
2,預告訂定「食品原料『雞冠萃取物(含透明質酸鈉)』及『獸疫鏈球菌發酵物(含透明質酸鈉)』之使用限制」草案, 衛生福利部於105年7月7日預告訂定「食品原料『雞冠萃取物(含透明質酸鈉)』及『獸疫鏈球菌發酵物(含透明質酸鈉)』之使用限制」草案，其係為確保消費者食用安全，訂定雞冠萃取物及獸疫鏈球菌發酵物為食品原料之規定。該草案內容包括規定獸疫鏈球菌發酵物於製造時可使用之獸疫鏈球菌菌種類型、雞冠萃取物及獸疫鏈球菌發酵物製造方式與規格，並規定其每日使用量為80毫克以下。該草案意見評論期至105年7月21日止，詳細訊息可至食藥署網站(http://www.fda.gov.tw/)之「公告資訊」下之「本署公告」網頁查詢。原料如未符合前述規定者，將依據食品安全衛生管理法第48條，經命限期改正，屆期不改正者，處新臺幣3萬元以上300萬元以下罰鍰。 ,2016-07-07,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=21078
3,重申我國評估恢復加國牛肉輸入申請程序嚴謹,        有關媒體報導立法委員質疑加拿大查核報告內容過於草率乙事。食品藥物管理署(下稱食藥署)申明我國評估恢復加國牛肉輸入申請程序嚴謹，輸出國申請恢復輸入皆比照肉品輸入開放之程序，由加國提供我國第19例BSE案例最終調查報告、牛肉衛生安全之管理資料，並委由專業團隊執行科學性之風險評估。於104年11月至12月間由食藥署、防檢局、國內獸醫及畜牧專家組成之查核團赴加國實地查核牛肉生產設施之衛生安全，上述資料及查核結果皆經食藥署BSE專家諮詢會議審查。        我國查核團赴加國期間，向加國提出該國實地查核第19例BSE案例之調查報告與加國現行管理現況等面向，以實際了解加國針對第19例BSE案例之調查情形、後續監測計畫、飼料管理之執行情況以及加拿大牛肉安全管理作為。查核地點包括飼料廠、牧場、肥育場、屠宰場、化製廠等牛肉生產整體流程設施之衛生安全以及加拿大BSE監測實驗室等。        加國發生第19例BSE案例發生後，世界動物衛生組織(OIE)並未將加拿大BSE風險等級提高，且國際間僅有6國(我國、中國大陸、韓國、印尼、祕魯及白俄羅斯)採取加強管制措施，除我國外皆已解除管制；歐盟則未有採取特殊管制措施，並與加國持續牛肉貿易，顯示國際間對加國牛肉之食品安全管理仍為可接受，我國為目前國際間管理最嚴謹之國家。        食藥署再次重申，對於加拿大牛肉申請恢復輸入，政府將採最嚴謹之態度評估及審查，以科學化之風險評估為最高指導原則，在兼顧民眾食品安全健康下，審慎評估恢復加拿大牛肉輸入申請事宜，加拿大牛肉恢復輸入事宜，仍將視跨部會評估機制而定，目前我國仍維持暫停受理加國牛肉之輸入。若恢復申請，仍須經過防檢局逐批檢疫檢查與食藥署食品輸入查驗，且嚴謹執行三管五卡管理措施，以保障人民健康與安全。,2016-07-05,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=21076
4,預告訂定「食品中污染物質及毒素衛生標準」草案,衛衛生福利部(下稱衛福部)於本(4)日預告訂定「食品中污染物質及毒素衛生標準」草案，該草案係將現行各項食品衛生標準中有關重金屬、真菌毒素及其他污染物質或毒素之規定，整合為一個標準，並與國際有關規範調和。該草案預計將進行為期60天之評論期，以蒐集各界意見。本標準內容多為保留目前現有各項衛生標準之有關規定，另外，為使我國管理規範符合國際趨勢及維護國人健康安全所需，新增數種污染物質之管理規範。重金屬部分，增訂包括穀類及水產品中之無機砷、禽畜產品之鉛、鎘等重金屬、蜂蜜之鉛、海洋生物來源食用油脂之鉛及汞、嬰幼兒食品之鉛及鎘等標準；真菌毒素部分，增訂黃麴毒素B1、伏馬毒素B1+B2、脫氧雪腐鐮刀菌烯醇及玉米赤黴毒素等真菌毒素於相關高風險食品中之限量規定；其他污染物質及毒素部分，增訂多環芳香族碳氫化合物(PAHs)、氰酸、棉籽酚、總配醣生物鹼/茄鹼等植物性毒素、麻痺性貝毒等五種海洋生物毒素及漁產品中組織胺等限量規定。 衛福部重申，食品業者應依「食品安全衛生管理法」(下稱食安法)之規定善盡自主管理之責任，包括應符合「食品良好衛生規範準則」之管理原則，確認食品原物料符合有關標準後，始得用以進行後續之加工，俾落實源頭管理。衛生標準之訂定係基於安全評估考量，針對污染風險較大之食品或特定物質，優先研訂強制性之管制標準，未訂標準者，仍得依食安法之規定，透過風險評估之結果，以決定後續管制措施。衛福部仍將持續參考國內外相關科學研究資訊及管理規範，滾動修正我國之有關管理規定，以維護國人食品衛生安全。,2016-07-04,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=21064
5,預告訂定市售包裝奶精產品之品名標示規定，避免混淆,        衛生福利部為強化市售包裝奶精產品標示管理規範，避免消費者混淆，並供業者遵循，邀集國內專家、業者研議，並預告訂定「市售包裝奶精產品之品名標示規定」草案。        該草案規定，市售包裝產品品名標示宣稱奶精，其內容物如未含奶粉、牛奶等原料，應於品名之後明顯加註「不含乳(奶)」;倘其乳含量未達百分之五十者，應加註「非乳(奶)為主」，且其字體應與品名字體大小一致。        本規定預計自106年7月1日(以產品製造日期為準)生效，屆時市售包裝奶精產品，如未依前述規定標示，可處新臺幣3萬元以上300萬元以下罰鍰。        本次預告的意見評論期至105年8月31日止，預告公告可至衛生福利部食品藥物管理署網站(www.fda.gov.tw) 「公告資訊」>「食藥署公告」網頁查詢。,2016-07-01,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=21026
6,你吃的醋是你想要的嗎? 選對標示 安心吃醋,                    衛生福利部為強化包裝食用醋的品名及標示管理規範，經參考中華民國國家標準(CNS)、聯合國食品法典委員會及世界各國管理方向，邀集國內專家、業者研議，105年7月1日預告訂定「包裝食用醋之品名及標示規定草案」。本草案規定，以穀物、果實、酒精、酒粕及糖蜜等原料發酵，且未添加醋酸、冰醋酸或其他酸味劑製得之產品，始得宣稱「(食)醋」或「釀造(食)醋」；另以釀造食醋為原料，添加其他原料製成者，品名應標示為「調理(食)醋」，或於品名之後明顯加註「調理」。以醋酸或冰醋酸之稀釋液添加糖類、酸味劑、調味劑及食鹽等製成之調味液或以此調味液添加釀造食醋混合而成之產品，品名則應標示為「合成(食)醋」，或於品名之後明顯加註「合成」。本規定預計自106年7月1日(以產品製造日期為準)實施，屆時包裝食用醋如未依規定標示「調理」、「合成」，涉標示不完整之違規情節，可處新臺幣3 萬元以上300 萬元以下罰鍰；另倘未符合本規定的產品，卻宣稱「釀造」等字樣，將涉標示不實，最重可處400萬罰鍰。本次預告的意見評論期至105年8月31日止，預告公告可至衛生福利部食品藥物管理署網站(www.fda.gov.tw) 「公告資訊」>「食藥署公告」網頁查詢。                 ,2016-07-01,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=21058
7,預告訂定餐館業事業廢棄物再利用管理辦法草案,衛生福利部(下稱衛福部)於本(27)日預告訂定「餐館業事業廢棄物再利用管理辦法」草案，妥適推動與管理餐館業事業廢棄物再利用，該草案將進行為期30天之預告評論期，以蒐集各界意見。為處理餐館業事業廢棄物及促使可資源化之物質循環利用，衛福部依據「廢棄物清理法」(下稱廢清法)第39條第2項訂定「餐館業事業廢棄物再利用管理辦法」(下稱本辦法)草案，針對廢清法第2條第1項第2款之中央主管機關指定之餐館業進行規範，主要內容為：一、規範餐館業事業廢棄物再利用種類；二、規範餐館業委託清除及再利用前須與受委託清理機構及再利用機構簽訂相關契約並應作成紀錄；三、針對非屬該辦法及其他相關法規規定之廢棄物再利用種類，須向衛福部提出申請，始得進行再利用。期能透過此辦法，強化推動資源循環再利用政策。,2016-06-27,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=21042
8,預告廢止「嬰兒配方食品及較大嬰兒配方輔助食品營養成分檢驗值與罐上標示值之誤差允許範圍及較大嬰兒配方輔助食品應加標示事項」,衛生福利部(下稱衛福部)於今(6月20日)日預告廢止「嬰兒配方食品及較大嬰兒配方輔助食品營養成分檢驗值與罐上標示值之誤差允許範圍及較大嬰兒配方輔助食品應加標示事項」。該草案係為配合105年7月1日「市售包裝嬰兒與較大嬰兒配方食品及特定疾病配方食品營養標示應遵行事項」之施行，擬於前揭法規生效日，廢止現行嬰兒與較大嬰兒配方食品營養標示值誤差允許範圍之規範，「嬰兒配方食品及較大嬰兒配方輔助食品營養成分檢驗值與罐上標示值之誤差允許範圍及較大嬰兒配方輔助食品應加標示事項」。該草案將進行為期14天之評論期，以蒐集各界意見。嬰兒與較大嬰兒配方食品係屬特殊營養食品，為取代母乳之嬰兒唯一或主要食物來源，故衛福部對該等產品採取加強管理措施，依食品安全衛生管理法第21條，上市前產品應先經衛福部查驗登記，並取得許可證。105年7月1日起製造的產品應確保符合「市售包裝嬰兒與較大嬰兒配方食品及特定疾病配方食品營養標示應遵行事項」，明確標示並提供產品營養素含量相關資訊，如未依規定完整標示或有標示不實之情形，將依食品安全衛生管理法規定令業者限期回收改正，並處以新臺幣3萬元至300萬元或4萬元至400萬元罰鍰。,2016-06-20,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=20004
9,市售膠囊錠狀食品中葉黃素含量標示符合性調查,                            由於現在人們使用電腦及手機頻繁，對於視力保健尤為重視，含葉黃素之保健產品廣受大眾喜愛。惟，坊間含葉黃素產品琳瑯滿目，含量符合性究竟如何？為保障消費者之健康及權益，食品藥物管理署(下稱食藥署)研發膠囊錠狀食品中葉黃素之檢驗方法，該方法經方法確效試驗及葉黃素標準參考物質測試通過，具有良好專一性及準確性。       食藥署以該方法進行13件市售膠囊錠狀食品之葉黃素含量調查，發現有6件產品之葉黃素含量低於標示值之80%，其中有3件之葉黃素含量低於標示值之20%，更有1件僅為標示值之0.3%，疑涉違反食品安全衛生管理法第28條「食品不得有不實、誇張或易生誤解情形」之規定，依同法第45條第1項，可處4萬至400萬元罰鍰，違規產品則可依同法第52條第1項第3款，命限期回收改正，改正前不得繼續販賣，屆期未遵行者，沒入銷毀。針對標示不符之產品，食藥署已函請轄區衛生局依法進行後續處辦。        食藥署秉持科學論證基礎，持續以科技實力，研發各式檢驗技術，戮力為國人飲食安全及品質把關，並呼籲食品業者製售之膠囊錠狀食品，其營養素含量應符合外包裝標示，以維護商譽及確保消費者權益。,2016-06-13,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=19970
